id,type,title,status,iteration,estimate,actual,assignees
PVTI_lADOCU5NV84AcKb4zgMkrFY,DRAFT_ISSUE,"Find how to generate layout with AI and categorise elements into text, replace text",Backlog,,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMepNg,DRAFT_ISSUE,Study PDPA and check if we are breaking any rules,Backlog,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMyKT0,DRAFT_ISSUE,Layout templates,None,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMzevE,DRAFT_ISSUE,Mockups of the detailed inside the forms for ESG Metrics (Full version),In progress,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgM13dM,DRAFT_ISSUE,Complete user authentication integration with sessions,In progress,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMc_iM,DRAFT_ISSUE,Draft the Preview Mockup with expected output,None,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMksSE,DRAFT_ISSUE,send Amanda json,Backlog,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMtm2Q,ISSUE,Dashboard - CRUD functionality,None,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMtnG0,ISSUE,CRUD functionality for the Organization Profile page,None,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMzYcg,ISSUE,Create new mockup for financial part for pitching to Raymond,None,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMzWvM,ISSUE,Explore cost effective solution to replace PSPPDF,None,,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMzi3Y,ISSUE,"Integrate everything into one working app, for pitching to Raymond",Backlog,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMzi38,ISSUE,Supports 10 layouts of PDF that user can choose,Backlog,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMzi4w,ISSUE,Mockup for financial report section,Backlog,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMzi6k,ISSUE,"Model should generate text that comply to E, S, G standards",Backlog,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMzi68,ISSUE,The PDF should have at least one table.,Backlog,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMzi7w,ISSUE,"Backend, Frontend, Model team each writes at least one test script and learn accordingly.",Backlog,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMzi58,ISSUE,Quality of the text generated by the model can be checked by another model (both model api and frontend),Backlog,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgM5Fsk,DRAFT_ISSUE,"Create and experiment prompts for E, S, G, as well as their childrens",In progress,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgM5GB8,DRAFT_ISSUE,"Create a document that explain the E, S, G standards",Review,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgM5GVA,DRAFT_ISSUE,Quality of text generation,Backlog,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
